Año;Cod_Inst;Nombre_Institución;Tipo_Institución;Nombre_sede;Comuna_sede;Nombre_Región;Orden_Geográfico;Cód_Carrera;Carrera_genérica;Nombre_programa;Mención_Especialidad;Horario;Tipo_programa;Area_conocimiento;idgenerocarrera;Tipo_carrera;IngresoDirecto;Año_inicio;NombreCampus;Duración_semestres;Cód_campus;Cód_sede;Título;Grado_académico;Valor_matricula;Valor_arancel;Valor_título;Vacantes;Cód_sies;Pregado_postgrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;17979;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional con Licenciatura;Ingreso Directo;2009;Providencia;9;1037003002;1037003;Fonoaudiólogo(a);Licenciado en Fonoaudiología;$237.000;$4.824.000;$265.320;80;I31S4C46J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;San Miguel;Región Metropolitana;7;5723;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional con Licenciatura;Ingreso Directo;2005;El Llano Subercaseaux;9;1037003001;1037003;Fonoaudiólogo;Licenciado en Fonoaudiología;$237.000;$4.391.000;$241.505;80;I31S3C46J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;21120;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional con Licenciatura;Ingreso Directo;2010;Talca;9;1037002001;1037002;Fonoaudiólogo;Licenciado en Fonoaudiología;$237.000;$3.416.000;$187.880;85;I31S2C46J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;21432;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional con Licenciatura;Ingreso Directo;2010;Av. Alemania;9;1037001001;1037001;Fonoaudiólogo;Licenciado en Fonoaudiología;$240.000;$4.252.000;$233.860;55;I31S1C46J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;17982;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;2009;Providencia;9;1037003002;1037003;Kinesiólogo;Licenciado en Kinesiología;$237.000;$4.824.000;$265.320;60;I31S4C39J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;San Miguel;Región Metropolitana;7;5697;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;2004;El Llano Subercaseaux;9;1037003001;1037003;Kinesiólogo;Licenciado en Kinesiología;$237.000;$4.391.000;$241.505;70;I31S3C39J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;5720;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;2005;Talca;9;1037002001;1037002;Kinesiólogo;Licenciado en Kinesiología;$237.000;$3.681.000;$202.455;85;I31S2C39J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;5713;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;2004;Av. Alemania;9;1037001001;1037001;Kinesiólogo;Licenciado en Kinesiología;$240.000;$4.252.000;$233.860;55;I31S1C39J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;34982;Medicina;Medicina;;Diurno;Programa Regular;Salud;1009003;Profesional con Licenciatura;Ingreso Directo;2016;Providencia;14;1037003002;1037003;Médico Cirujano;Licenciado en Medicina;$471.000;$7.833.000;$430.815;50;I31S4C51J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;15813;Medicina;Medicina;;Diurno;Programa Regular;Salud;1009003;Profesional con Licenciatura;Ingreso Directo;2008;Talca;14;1037002001;1037002;Médico Cirujano;Licenciado en Medicina;$471.000;$7.448.000;$409.640;50;I31S2C51J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;17981;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;2009;Providencia;9;1037003002;1037003;Nutricionista;Licenciado en Nutrición y Dietética;$237.000;$4.824.000;$265.320;100;I31S4C42J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;San Miguel;Región Metropolitana;7;5724;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;2005;El Llano Subercaseaux;9;1037003001;1037003;Nutricionista;Licenciado en Nutrición y Dietética;$237.000;$4.391.000;$241.505;100;I31S3C42J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;10534;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;2005;Av. Alemania;9;1037001001;1037001;Nutricionista;Licenciado en Nutrición y Dietética;$240.000;$4.138.000;$227.590;90;I31S1C42J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;21433;Obstetricia y Puericultura;Obstetricia y Puericultura;;Diurno;Programa Regular;Salud;1009014;Profesional con Licenciatura;Ingreso Directo;2010;Providencia;10;1037003002;1037003;Matrón (a);Licenciado en Obstetricia y Puericultura;$237.000;$4.824.000;$265.320;50;I31S4C44J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;5719;Obstetricia y Puericultura;Obstetricia y Puericultura;;Diurno;Programa Regular;Salud;1009014;Profesional con Licenciatura;Ingreso Directo;2005;Talca;10;1037002001;1037002;Matrona;Licenciado en Obstetricia;$237.000;$4.006.000;$220.330;80;I31S2C44J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;21431;Odontología;Odontología;;Diurno;Programa Regular;Salud;1009005;Profesional con Licenciatura;Ingreso Directo;2010;Providencia;12;1037003002;1037003;Cirujano Dentista;Licenciado en Odontología;$471.000;$7.599.000;$417.945;50;I31S4C76J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;23948;Odontología;Odontología;;Diurno;Programa Regular;Salud;1009005;Profesional con Licenciatura;Ingreso Directo;2011;Av. Alemania;12;1037001001;1037001;Cirujano Dentista;Licenciado en Odontología;$471.000;$7.095.000;$390.225;45;I31S1C76J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;39253;Química y Farmacia;Química y Farmacia;;Diurno;Programa Regular;Salud;1009006;Profesional con Licenciatura;Ingreso Directo;2018;Providencia;10;1037003002;1037003;Químico Farmacéutico;Licenciado en Ciencias Farmacéuticas;$237.000;$4.824.000;$265.320;70;I31S4C233J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;39250;Química y Farmacia;Química y Farmacia;;Diurno;Programa Regular;Salud;1009006;Profesional con Licenciatura;Ingreso Directo;2018;Talca;10;1037002001;1037002;Químico Farmacéutico;Licenciado en Ciencias Farmacéuticas;$237.000;$3.552.000;$195.360;65;I31S2C233J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;39251;Química y Farmacia;Química y Farmacia;;Diurno;Programa Regular;Salud;1009006;Profesional con Licenciatura;Ingreso Directo;2018;Av. Alemania;10;1037001001;1037001;Químico Farmacéutico;Licenciado en Ciencias Farmacéuticas;$240.000;$4.291.000;$236.005;90;I31S1C233J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;21430;Terapia Ocupacional;Terapia Ocupacional;;Diurno;Programa Regular;Salud;1009012;Profesional con Licenciatura;Ingreso Directo;2010;Providencia;9;1037003002;1037003;Terapeuta Ocupacional;Licenciado en Terapia Ocupacional;$237.000;$4.824.000;$265.320;100;I31S4C47J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;San Miguel;Región Metropolitana;7;5722;Terapia Ocupacional;Terapia Ocupacional;;Diurno;Programa Regular;Salud;1009012;Profesional con Licenciatura;Ingreso Directo;2005;El Llano Subercaseaux;9;1037003001;1037003;Terapeuta Ocupacional;Licenciado en Terapia Ocupacional;$237.000;$4.391.000;$241.505;100;I31S3C47J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;33839;Terapia Ocupacional;Terapia Ocupacional;;Diurno;Programa Regular;Salud;1009012;Profesional con Licenciatura;Ingreso Directo;2016;Talca;10;1037002001;1037002;;Licenciado(a) en Terapia Ocupacional;$237.000;$3.519.000;$193.545;85;I31S2C47J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;21429;Terapia Ocupacional;Terapia Ocupacional;;Diurno;Programa Regular;Salud;1009012;Profesional con Licenciatura;Ingreso Directo;2010;Av. Alemania;9;1037001001;1037001;Terapeuta Ocupacional;Licenciado en Terapia Ocupacional;$240.000;$4.252.000;$233.860;90;I31S1C47J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;26222;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;2012;Providencia;11;1037003002;1037003;Ingeniero Civil en Informática;Licenciado en Ciencias de la Ingeniería;$237.000;$4.777.000;$262.735;90;I31S4C90J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;41021;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;2018;Talca;11;1037002001;1037002;Ingeniero(a) en Informática;Licenciado(a) en Ciencias de la Informática;$237.000;$3.625.000;$199.375;50;I31S2C90J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;45967;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;2020;Av. Alemania;11;1037001001;1037001;Ingeniero Civil Informático;Licenciado en Ciencias de la Ingeniería;$240.000;$3.660.000;$201.300;35;;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;26221;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;2012;Providencia;11;1037003002;1037003;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;$237.000;$4.777.000;$262.735;100;I31S4C71J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;21121;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;2010;Talca;11;1037002001;1037002;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;$237.000;$3.625.000;$199.375;45;I31S2C71J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;33601;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;2015;Av. Alemania;12;1037001001;1037001;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;$240.000;$3.660.000;$201.300;40;I31S1C71J1V2;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;41022;Ingeniería Civil Química;Ingeniería Civil Química;;Diurno;Programa Regular;Tecnología;1008007;Profesional con Licenciatura;Ingreso Directo;2018;Providencia;11;1037003002;1037003;Ingeniero(a) Civil Químico (a);Licenciado(a) en Ciencias de la Ingeniería;$237.000;$4.777.000;$262.735;50;I31S4C254J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Santiago;San Miguel;Región Metropolitana;7;33844;Ingeniería en Construcción y similares;Ingeniería en Construcción;;Diurno;Programa Regular;Tecnología;1008009;Profesional con Licenciatura;Ingreso Directo;2016;El Llano Subercaseaux;10;1037003001;1037003;;Licenciado(a) en Ciencias de la Ingeniería en Construcción;$237.000;$4.086.000;$224.730;50;I31S3C11J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Talca;Talca;Región del Maule;9;23949;Ingeniería en Construcción y similares;Ingeniería en Construcción;;Diurno;Programa Regular;Tecnología;1008009;Profesional con Licenciatura;Ingreso Directo;2011;Talca;10;1037002001;1037002;Ingeniero Constructor;Licenciado en Ciencias de la Ingeniería en Construcción;$237.000;$3.765.000;$207.075;70;I31S2C11J1V1;Pregrado
2021;1037;U. AUTÓNOMA DE CHILE;Univ.;Temuco;Temuco;Región de La Araucanía;12;5656;Ingeniería en Construcción y similares;Ingeniería en Construcción;;Diurno;Programa Regular;Tecnología;1008009;Profesional con Licenciatura;Ingreso Directo;2001;Av. Alemania;10;1037001001;1037001;Ingeniero Constructor;;$240.000;$3.540.000;$194.700;65;I31S1C11J1V1;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Santiago;Santiago;Región Metropolitana;7;46210;Administración pública y similares;Ingeniería en Administración Pública;;Otro;Programa Regular;Administración y Comercio;1010002;Profesional con Licenciatura;Ingreso Directo;2021;;8;;1038004;Ingeniero en Administración Publica;Licenciado en Administración Publica;$155.000;$1.550.000;$520.000;30;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Santiago;Santiago;Región Metropolitana;7;46211;Administración pública y similares;Ingeniería en Administración Pública (P.E.);;Otro;Programa Especial;Administración y Comercio;1010002;Profesional con Licenciatura;Ingreso Directo;2021;;5;;1038004;Ingeniero en Administración Publica;Licenciado en Administración Publica;$155.000;$1.550.000;$520.000;40;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Los Andes;Los Andes;Región de Valparaíso;6;46205;Ingeniería Comercial;Ingeniería Comercial (P.E.);;Otro;Programa Especial;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2021;;6;;1038010;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas;$153.010;$2.247.000;$520.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;San Felipe;San Felipe;Región de Valparaíso;6;46206;Ingeniería Comercial;Ingeniería Comercial (P.E.);;Otro;Programa Especial;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2021;;6;;1038003;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas;$153.010;$2.247.000;$520.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Santiago;Santiago;Región Metropolitana;7;46203;Ingeniería Comercial;Ingeniería Comercial (P.E.);;Otro;Programa Especial;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2021;;4;;1038004;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;$160.000;$1.600.000;$520.000;40;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Santiago;Santiago;Región Metropolitana;7;46204;Ingeniería Comercial;Ingeniería Comercial (P.E.);;Otro;Programa Especial;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2021;;6;;1038004;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas;$140.000;$1.400.000;$520.000;25;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Santiago;Santiago;Región Metropolitana;7;46209;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración;Seguridad Privada;Otro;Programa Regular;Administración y Comercio;1010006;Profesional con Licenciatura;Ingreso Directo;2021;;9;;1038004;Ingeniero en Administración M/ Seguridad Privada;Licenciado en Administración;$185.000;$1.850.000;$520.000;30;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Santiago;Santiago;Región Metropolitana;7;46207;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;;Otro;Programa Regular;Administración y Comercio;1010006;Profesional con Licenciatura;Ingreso Directo;2021;;8;;1038004;Ingeniero en Administración de Empresas;Licenciado en Administración de Empresas;$145.000;$1.450.000;$520.000;30;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Santiago;Santiago;Región Metropolitana;7;46208;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas (P.E.);;Otro;Programa Especial;Administración y Comercio;1010006;Profesional con Licenciatura;Ingreso Directo;2021;;5;;1038004;Ingeniero en Administración de Empresas;Licenciado en Administración de Empresas;$145.000;$1.450.000;$520.000;40;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Ancud;Ancud;Región de Los Lagos;14;46234;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Otro;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038016;Técnico Nivel Sup. en Administración de Empresas;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Ancud;Ancud;Región de Los Lagos;14;32438;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Vespertino;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2015;;4;;1038016;Técnico Nivel Sup. en Administración de Empresas;;$129.470;$1.334.290;$180.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Calama;Calama;Región de Antofagasta;3;46232;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Otro;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038008;Técnico Nivel Sup. en Administración de Empresas;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Calama;Calama;Región de Antofagasta;3;18147;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Vespertino;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2010;;5;;1038008;Técnico Nivel Sup. en Administración de Empresas;;$129.470;$1.310.001;$180.000;35;I46S9C194J2V1;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Los Andes;Los Andes;Región de Valparaíso;6;46233;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Otro;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038010;Técnico Nivel Sup. en Administración de Empresas;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Los Andes;Los Andes;Región de Valparaíso;6;34686;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Vespertino;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2016;;5;;1038010;Técnico Nivel Sup. en Administración de Empresas;;$129.470;$1.334.718;$180.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;46236;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Otro;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038019;Técnico Nivel Sup. en Administración de Empresas;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;San Felipe;San Felipe;Región de Valparaíso;6;46235;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Otro;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038003;Técnico Nivel Sup. en Administración de Empresas;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;San Felipe;San Felipe;Región de Valparaíso;6;32507;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Vespertino;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2015;;4;;1038003;Técnico Nivel Sup. en Administración de Empresas;;$129.470;$1.334.718;$180.000;20;I46S19C194J2V1;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Santiago;Santiago;Región Metropolitana;7;46231;Técnico en Administración de Empresas;TNS en Administración de Empresas;;Otro;Programa Regular;Administración y Comercio;1010502;Técnico Nivel Superior;Ingreso Directo;2021;;3;;1038004;Técnico Nivel Sup. en Administración de Empresas;;$125.000;$1.250.000;$180.000;30;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Ancud;Ancud;Región de Los Lagos;14;46239;Técnico en Administración Pública;TNS en Administración Pública;;Otro;Programa Regular;Administración y Comercio;1010510;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038016;Técnico Nivel Sup. en Administración Publica;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Calama;Calama;Región de Antofagasta;3;46237;Técnico en Administración Pública;TNS en Administración Pública;;Otro;Programa Regular;Administración y Comercio;1010510;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038008;Técnico Nivel Sup. en Administración Publica;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Los Andes;Los Andes;Región de Valparaíso;6;46238;Técnico en Administración Pública;TNS en Administración Pública;;Otro;Programa Regular;Administración y Comercio;1010510;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038010;Técnico Nivel Sup. en Administración Publica;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;46241;Técnico en Administración Pública;TNS en Administración Pública;;Otro;Programa Regular;Administración y Comercio;1010510;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038019;Técnico Nivel Sup. en Administración Publica;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;San Felipe;San Felipe;Región de Valparaíso;6;46240;Técnico en Administración Pública;TNS en Administración Pública;;Otro;Programa Regular;Administración y Comercio;1010510;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038003;Técnico Nivel Sup. en Administración Publica;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Ancud;Ancud;Región de Los Lagos;14;46264;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;;Otro;Programa Regular;Administración y Comercio;1010505;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038016;Técnico Nivel Sup. en Contabilidad General;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Calama;Calama;Región de Antofagasta;3;46262;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;;Otro;Programa Regular;Administración y Comercio;1010505;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038008;Técnico Nivel Sup. en Contabilidad General;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Los Andes;Los Andes;Región de Valparaíso;6;46263;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;;Otro;Programa Regular;Administración y Comercio;1010505;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038010;Técnico Nivel Sup. en Contabilidad General;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;46266;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;;Otro;Programa Regular;Administración y Comercio;1010505;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038019;Técnico Nivel Sup. en Contabilidad General;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;San Felipe;San Felipe;Región de Valparaíso;6;46265;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;;Otro;Programa Regular;Administración y Comercio;1010505;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038003;Técnico Nivel Sup. en Contabilidad General;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Machalí;Machalí;Región del Gral. B. O`Higgins;8;46167;Agronomía;Agronomía (P.E.);;Otro;Programa Especial;Agricultura, Silvicultura, Pesca y Veterinaria;1001001;Profesional con Licenciatura;Ingreso Directo;2021;;6;;1038011;Ingeniero Agrónomo;Licenciado en Agronomía;$153.010;$2.247.000;$520.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;San Felipe;San Felipe;Región de Valparaíso;6;46168;Agronomía;Agronomía (P.E.);;Otro;Programa Especial;Agricultura, Silvicultura, Pesca y Veterinaria;1001001;Profesional con Licenciatura;Ingreso Directo;2021;;4;;1038003;Ingeniero Agrónomo;Licenciado en Agronomía;$153.010;$2.247.000;$520.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Ancud;Ancud;Región de Los Lagos;14;46244;Técnico Agropecuario y similares;TNS en Agronomía;;Otro;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001500;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038016;Técnico Nivel Sup. en Agronomía;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Calama;Calama;Región de Antofagasta;3;46242;Técnico Agropecuario y similares;TNS en Agronomía;;Otro;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001500;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038008;Técnico Nivel Sup. en Agronomía;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Los Andes;Los Andes;Región de Valparaíso;6;46243;Técnico Agropecuario y similares;TNS en Agronomía;;Otro;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001500;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038010;Técnico Nivel Sup. en Agronomía;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;46246;Técnico Agropecuario y similares;TNS en Agronomía;;Otro;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001500;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038019;Técnico Nivel Sup. en Agronomía;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;San Felipe;San Felipe;Región de Valparaíso;6;46245;Técnico Agropecuario y similares;TNS en Agronomía;;Otro;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001500;Técnico Nivel Superior;Ingreso Directo;2021;;4;;1038003;Técnico Nivel Sup. en Agronomía;;$45.000;$874.650;$70.000;20;;Pregrado
2021;1038;U. DE ACONCAGUA;Univ.;San Felipe;San Felipe;Región de Valparaíso;6;17869;Técnico Agropecuario y similares;TNS en Agronomía;;Vespertino;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001500;Técnico Nivel Superior;Ingreso Directo;2009;;5;;1038003;Técnico Nivel Sup. Agrónomo;;$129.470;$1.572.900;$180.000;24;I46S19C215J2V1;Pregrado
