Año;Cod_Inst;Nombre_Institución;Tipo_Institución;Nombre_sede;Comuna_sede;Nombre_Región;Orden_Geográfico;Cód_Carrera;Carrera_genérica;Nombre_programa;Mención_Especialidad;Horario;Tipo_programa;Area_conocimiento;idgenerocarrera;Tipo_carrera;IngresoDirecto;Año_inicio;NombreCampus;Duración_semestres;Cód_campus;Cód_sede;Título;Grado_académico;Valor_matricula;Valor_arancel;Valor_título;Vacantes;Cód_sies;Pregado_postgrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7444;Administración pública y similares;Administración Pública;;Diurno;Programa Regular;Administración y Comercio;1010002;Profesional con Licenciatura;Ingreso Directo;1954;Andrés Bello;11;1001001002;1001001;Administrador Público;Licenciatura en Ciencias Políticas y Gubernamentales M/Gestión Pública ó Ciencias Políticas;$149.000;$4.084.400;$75.000;125;I70S1C1J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;27288;Contabilidad, Auditoría y similares;Contador Auditor;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2013;Andrés Bello;10;1001001002;1001001;Contador Auditor;Licenciado en Sistemas de Información y Control de Gestión;$149.000;$5.156.300;$75.000;65;I70S1C814J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7420;Ingeniería Comercial;Ingeniería Comercial;Ciencias Económicas o Ciencias de la Administración de Empresas;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1924;Andrés Bello;10;1001001002;1001001;Ingeniero Comercial;Licenciatura en Ciencias Económicas o en Ciencias de la Administración de Empresas;$149.000;$5.749.600;$75.000;360;I70S1C58J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;27287;Ingeniería en Control de Gestión y similares;Ingeniería en Información y Control de Gestión;;Diurno;Programa Regular;Administración y Comercio;1010011;Profesional con Licenciatura;Ingreso Directo;2013;Andrés Bello;10;1001001002;1001001;Ingeniero en Información y Control de Gestión;Licenciado en Sistemas de Información y Control de Gestión;$149.000;$5.156.300;$75.000;135;I70S1C816J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;La Pintana;Región Metropolitana;7;7417;Ingeniería Agronómica;Ingeniería Agronómica;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001007;Profesional con Licenciatura;Ingreso Directo;1915;Sur;10;1001001001;1001001;Ingeniero Agrónomo;Licenciado en Ciencias Agropecuarias;$149.000;$4.773.000;$75.000;150;I70S1C47J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;La Pintana;Región Metropolitana;7;7418;Ingeniería Forestal y similares;Ingeniería Forestal;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001014;Profesional con Licenciatura;Ingreso Directo;1952;Sur;10;1001001001;1001001;Ingeniero Forestal;Licenciado en Ciencias Forestales;$149.000;$4.773.000;$75.000;65;I70S1C45J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;La Pintana;Región Metropolitana;7;7431;Medicina Veterinaria;Medicina Veterinaria;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001004;Profesional con Licenciatura;Ingreso Directo;1915;Sur;10;1001001001;1001001;Médico Veterinario;Licenciado en Ciencias Veterinarias y Pecuarias;$149.000;$4.773.000;$75.000;180;I70S1C157J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7404;Actuación y similares;Actuación Teatral;;Diurno;Programa Regular;Arte y Arquitectura;1002001;Profesional con Licenciatura;Ingreso Directo;1941;Andrés Bello;10;1001001002;1001001;Actor o Actriz;Licenciado en Artes M/Actuación Teatral;$149.000;$3.756.700;$50.000;23;I70S1C68J1V2;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7405;Actuación y similares;Diseño Teatral;;Diurno;Programa Regular;Arte y Arquitectura;1002001;Profesional con Licenciatura;Ingreso Directo;1968;Andrés Bello;10;1001001002;1001001;Diseñador Profesional;Licenciado en Artes M/Diseño Teatral;$149.000;$3.756.700;$50.000;25;I70S1C70J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7402;Arquitectura;Arquitectura;;Diurno;Programa Regular;Arte y Arquitectura;1002002;Profesional con Licenciatura;Ingreso Directo;1896;Andrés Bello;12;1001001002;1001001;Arquitecto;Licenciado en Arquitectura;$149.000;$4.472.200;$75.000;160;I70S1C3J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;42979;Arte y similares;Licenciatura en Artes mención en Artes Visuales;Artes Visuales;Diurno;Programa Regular;Arte y Arquitectura;1002005;Licenciatura;Ingreso Directo;2020;Juan Gómez Millas;8;1001001007;1001001;;Licenciado(a) en Artes con Mención en Artes Visuales;$149.000;$3.506.900;$50.000;80;I70S1C931J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7408;Arte y similares;Teoría e Historia del Arte;;Diurno;Programa Regular;Arte y Arquitectura;1002005;Licenciatura;Ingreso Directo;1968;Juan Gómez Millas;10;1001001007;1001001;;Licenciado en Artes M/Teoría del Arte;$149.000;$3.394.500;$50.000;40;I70S1C74J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;11675;Cine y Televisión;Cine y Televisión;;Diurno;Programa Regular;Arte y Arquitectura;1002008;Profesional con Licenciatura;Ingreso Directo;2006;Juan Gómez Millas;10;1001001007;1001001;Realizador en Cine y Televisión;Licenciado en Comunicación Audiovisual;$149.000;$4.675.300;$75.000;57;I70S1C455J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;9000;Composición, interpretación musical y similares;Composición, Licenciatura en Artes con mención (P.E.);;Diurno;Programa Especial;Arte y Arquitectura;1002009;Licenciatura;No es Ingreso Directo;2005;Andrés Bello;10;1001001002;1001001;;Licenciado en Composición;$149.000;$3.394.500;$50.000;;I70S1C80J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;29758;Composición, interpretación musical y similares;Etapa Básica de la Licenciatura en Artes (P.E.);Composición;Diurno;Programa Especial;Arte y Arquitectura;1002009;Plan Común o Ciclo Básico;Ingreso Directo;2013;Juan Gómez Millas;3;1001001007;1001001;;;$149.000;$2.472.600;$0;;I70S1C840J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;29759;Composición, interpretación musical y similares;Etapa Básica de la Licenciatura en Artes (P.E.); Interpretación Musical;Diurno;Programa Especial;Arte y Arquitectura;1002009;Plan Común o Ciclo Básico;Ingreso Directo;2013;Juan Gómez Millas;7;1001001007;1001001;;;$149.000;$2.472.600;$0;;I70S1C842J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7407;Composición, interpretación musical y similares;Interpretación Musical;Piano, Arpa, Guitarra, Órgano, Percusión, Violín, Viola, Violoncello, Director de Coro;Diurno;Programa Regular;Arte y Arquitectura;1002009;Profesional con Licenciatura;No es Ingreso Directo;1850;Andrés Bello;12;1001001002;1001001;Intérprete;Licenciado en Artes M/Interpretación Musical;$149.000;$3.756.700;$50.000;;I70S1C71J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7456;Diseño;Diseño;;Diurno;Programa Regular;Arte y Arquitectura;1002012;Profesional con Licenciatura;Ingreso Directo;1996;Andrés Bello;10;1001001002;1001001;Diseñador Gráfico o Industrial;Licenciado en Diseño M/Industrial o Gráfico;$149.000;$4.472.200;$75.000;150;I70S1C23J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7464;Bachillerato en Ciencias y similares;Programa Académico de Bachillerato;Cs. Naturales y Exactas, Humanidades y Cs. Sociales;Diurno;Programa Regular;Ciencias;1003006;Bachillerato;Ingreso Directo;1994;Juan Gómez Millas;4;1001001007;1001001;;Bachiller M/Cs.Nat y Exactas o Humanidades o Ciencias Sociales;$149.000;$4.223.700;$40.000;300;I70S1C184J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7455;Biología;Biología con mención en Medio Ambiente;;Diurno;Programa Regular;Ciencias;1003001;Profesional con Licenciatura;Ingreso Directo;1996;Juan Gómez Millas;10;1001001007;1001001;Biólogo M/Medio Ambiente;Licenciado en Ciencias Ambientales M/Biología;$149.000;$3.987.800;$75.000;35;I70S1C5J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7411;Biología;Licenciatura en Ciencias con mención en Biología;;Diurno;Programa Regular;Ciencias;1003001;Licenciatura;Ingreso Directo;1965;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Ciencias M/Biología;$149.000;$3.838.000;$50.000;27;I70S1C76J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7459;Bioquímica;Bioquímica;;Diurno;Programa Regular;Ciencias;1003007;Profesional con Licenciatura;Ingreso Directo;1957;Eloisa Díaz;12;1001001005;1001001;Bioquímico;Licenciado en Bioquímica;$149.000;$4.526.100;$75.000;39;I70S1C6J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7412;Física, Astronomía y similares;Licenciatura en Ciencias con mención en Física;;Diurno;Programa Regular;Ciencias;1003004;Licenciatura;Ingreso Directo;1965;Juan Gómez Millas;8;1001001007;1001001;;Licenciatura en Ciencias M/Física;$149.000;$3.680.700;$50.000;27;I70S1C77J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7413;Licenciatura en Matemáticas;Licenciatura en Ciencias con mención en Matemáticas;;Diurno;Programa Regular;Ciencias;1003014;Licenciatura;Ingreso Directo;1960;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Ciencias M/Matemáticas;$149.000;$3.680.700;$50.000;27;I70S1C78J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7414;Química y carreras similares;Licenciatura en Ciencias con mención en Química;;Diurno;Programa Regular;Ciencias;1003016;Licenciatura;Ingreso Directo;1965;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Ciencias M/Química;$149.000;$3.785.600;$50.000;27;I70S1C79J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7425;Química y carreras similares;Química;;Diurno;Programa Regular;Ciencias;1003016;Profesional con Licenciatura;Ingreso Directo;1960;Eloisa Díaz;12;1001001005;1001001;Químico;Licenciado en Química;$149.000;$4.422.900;$75.000;39;I70S1C175J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7415;Química y carreras similares;Química Ambiental;;Diurno;Programa Regular;Ciencias;1003016;Profesional con Licenciatura;Ingreso Directo;1995;Juan Gómez Millas;10;1001001007;1001001;Químico Ambiental;Licenciado en Ciencias Ambientales M/Química;$149.000;$3.987.800;$75.000;30;I70S1C176J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7427;Antropología, Arqueología y similares;Antropología - Arqueología;;Diurno;Programa Regular;Ciencias Sociales;1004007;Profesional con Licenciatura;Ingreso Directo;1969;Juan Gómez Millas;10;1001001007;1001001;Antropólogo Físico, Antropólogo Social o Arqueólogo;Licenciado en Antropología M/Antropología Física, Antropología Social, Arqueología;$149.000;$3.615.900;$50.000;70;I70S1C2J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;40926;Ciencias Políticas y similares;Ciencia Política;;Diurno;Programa Regular;Ciencias Sociales;1004010;Profesional con Licenciatura;Ingreso Directo;2019;Andrés Bello;10;1001001002;1001001;Cientista Político/a;Licenciado/A en Ciencias Políticas;$149.000;$4.124.100;$75.000;30;I70S1C911J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;38518;Ciencias Políticas y similares;Estudios Internacionales;;Diurno;Programa Regular;Ciencias Sociales;1004010;Profesional con Licenciatura;Ingreso Directo;2018;Juan Gómez Millas;10;1001001007;1001001;Internacionalista;Licenciado/A en Estudios Internacionales;$149.000;$3.598.600;$75.000;35;I70S1C901J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7428;Periodismo y similares;Periodismo;;Diurno;Programa Regular;Ciencias Sociales;1004001;Profesional con Licenciatura;Ingreso Directo;1953;Juan Gómez Millas;10;1001001007;1001001;Periodista;Licenciado en Comunicación Social;$149.000;$3.755.800;$75.000;110;I70S1C162J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7429;Psicología;Psicología;;Diurno;Programa Regular;Ciencias Sociales;1004002;Profesional con Licenciatura;Ingreso Directo;1947;Juan Gómez Millas;12;1001001007;1001001;Psicólogo;Licenciado en Psicología;$149.000;$3.615.900;$75.000;55;I70S1C174J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7430;Sociología;Sociología;;Diurno;Programa Regular;Ciencias Sociales;1004005;Profesional con Licenciatura;Ingreso Directo;1958;Juan Gómez Millas;10;1001001007;1001001;Sociólogo;Licenciado en Sociología;$149.000;$3.615.900;$75.000;80;I70S1C178J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;31489;Trabajo Social, Servicio Social, Planificación Social y similares;Trabajo Social;;Diurno;Programa Regular;Ciencias Sociales;1004006;Profesional con Licenciatura;Ingreso Directo;2015;Juan Gómez Millas;10;1001001007;1001001;Trabajador Social;Licenciado(a) en Trabajo Social;$149.000;$3.615.900;$75.000;49;I70S1C864J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7432;Derecho;Derecho;;Diurno;Programa Regular;Derecho;1005001;Profesional con Licenciatura;Ingreso Directo;1842;Andrés Bello;10;1001001002;1001001;Abogado;Licenciado en Ciencias Jurídicas y Sociales;$149.000;$5.025.400;$50.000;420;I70S1C21J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;31491;Educación Parvularia;Pedagogía en Educación Parvularia;;Diurno;Programa Regular;Educación;1007002;Profesional con Licenciatura;Ingreso Directo;2015;Juan Gómez Millas;10;1001001007;1001001;Educador(a) de Párvulos;Licenciado(a) en Educación;$149.000;$3.615.900;$75.000;40;I70S1C862J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;31490;Pedagogía Básica y menciones;Pedagogía en Educación Básica;Lenguaje y Comunicación, Matemática, Ciencias Naturales, Ciencias Sociales, Artes Integradas;Diurno;Programa Regular;Educación;1007004;Profesional con Licenciatura;Ingreso Directo;2015;Juan Gómez Millas;10;1001001007;1001001;Profesor(a) de Educación Básica con Mención;Licenciado(a) en Educación;$149.000;$3.176.300;$75.000;30;I70S1C861J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;31492;Pedagogía en Biología, Química y similares;Pedagogía en Educación Media en Biología y Química;;Diurno;Programa Regular;Educación;1007018;Profesional con Licenciatura;Ingreso Directo;2015;Juan Gómez Millas;10;1001001007;1001001;Profesor(a) de Educación Media en Biología y Química;Licenciado(a) en Ciencias Naturales, Licenciado(a) en Educación Media con M/ Ciencias Naturales;$149.000;$4.133.600;$75.000;45;I70S1C863J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7765;Pedagogía en Matemáticas;Pedagogía en Educación Media en Matemática y Física;;Diurno;Programa Regular;Educación;1007008;Profesional con Licenciatura;Ingreso Directo;2005;Juan Gómez Millas;10;1001001007;1001001;Profesor de Ed. Media en Matemáticas y Física;Licenciado en Ciencias Exactas y Educación;$149.000;$4.133.600;$75.000;63;I70S1C442J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7409;Pedagogía en Música;Teoría de la Música;;Diurno;Programa Regular;Educación;1007006;Profesional con Licenciatura;Ingreso Directo;1982;Andrés Bello;10;1001001002;1001001;Profesor de Esp. en Teoría General de la Música;Licenciado en Artes M/Teoría de la Música;$149.000;$3.756.700;$50.000;18;I70S1C73J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7466;Pedagogías para licenciados y/o programas especiales;Pedagogía en Educación Media en Asignaturas Científico-Humanistas (P.E.);;Diurno;Programa Especial;Educación;1007029;Profesional con Licenciatura;No es Ingreso Directo;1994;Juan Gómez Millas;3;1001001007;1001001;Profesor de Educación Media M/Asignaturas Científico Humanista Con Mención;Licenciado en Educación Media Con Mención;$149.000;$3.215.000;$50.000;;I70S1C185J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7433;Filosofía;Licenciatura en Filosofía;;Diurno;Programa Regular;Humanidades;1006006;Licenciatura;Ingreso Directo;1947;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Filosofía;$149.000;$3.176.300;$50.000;80;I70S1C81J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7403;Geografía;Geografía;;Diurno;Programa Regular;Humanidades;1006007;Profesional con Licenciatura;Ingreso Directo;1945;Andrés Bello;10;1001001002;1001001;Geógrafo;Licenciado en Geografía;$149.000;$3.512.900;$75.000;60;I70S1C43J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7434;Historia;Licenciatura en Historia;;Diurno;Programa Regular;Humanidades;1006001;Licenciatura;Ingreso Directo;1842;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Historia;$149.000;$3.176.300;$50.000;90;I70S1C82J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7453;Literatura y/o letras;Licenciatura en Lingüística y Literatura;Literatura, Lingüística;Diurno;Programa Regular;Humanidades;1006012;Licenciatura;Ingreso Directo;1961;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Lengua y Lit. Hispánica Con Mención;$149.000;$3.176.300;$50.000;100;I70S1C83J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7452;Literatura y/o letras;Licenciatura en Lingüística y Literatura Inglesas;;Diurno;Programa Regular;Humanidades;1006012;Licenciatura;Ingreso Directo;1961;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Lengua y Literatura Inglesas;$149.000;$3.176.300;$50.000;78;I70S1C84J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7435;Enfermería;Enfermería;;Diurno;Programa Regular;Salud;1009001;Profesional con Licenciatura;Ingreso Directo;1906;Eloisa Díaz;10;1001001005;1001001;Enfermero(a);Licenciado en Enfermería;$149.000;$4.404.600;$75.000;97;I70S1C41J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7436;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional con Licenciatura;Ingreso Directo;1955;Eloisa Díaz;10;1001001005;1001001;Fonoaudiólogo(a);Licenciado en Fonoaudiología;$149.000;$4.543.400;$75.000;50;I70S1C42J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7437;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;1935;Eloisa Díaz;10;1001001005;1001001;Kinesiólogo (a);Licenciado en Kinesiología;$149.000;$4.527.800;$75.000;42;I70S1C66J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7438;Medicina;Medicina;;Diurno;Programa Regular;Salud;1009003;Profesional con Licenciatura;Ingreso Directo;1842;Eloisa Díaz;14;1001001005;1001001;Médico Cirujano;Licenciado en Medicina;$149.000;$6.527.900;$75.000;190;I70S1C158J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7439;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;1939;Eloisa Díaz;10;1001001005;1001001;Nutricionista;Licenciado en Nutrición y Dietética;$149.000;$4.404.600;$75.000;46;I70S1C159J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7440;Obstetricia y Puericultura;Obstetricia y Puericultura;;Diurno;Programa Regular;Salud;1009014;Profesional con Licenciatura;Ingreso Directo;1934;Eloisa Díaz;10;1001001005;1001001;Matrón(a);Licenciado en Obstetricia y Puericultura;$149.000;$4.404.600;$75.000;85;I70S1C160J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7443;Odontología;Odontología;;Diurno;Programa Regular;Salud;1009005;Profesional con Licenciatura;Ingreso Directo;1888;Eloisa Díaz;12;1001001005;1001001;Cirujano Dentista;Licenciado en Odontología;$149.000;$6.416.700;$75.000;100;I70S1C161J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7426;Química y Farmacia;Química y Farmacia;;Diurno;Programa Regular;Salud;1009006;Profesional con Licenciatura;Ingreso Directo;1833;Eloisa Díaz;12;1001001005;1001001;Químico Farmacéutico;Licenciado en Farmacia;$149.000;$4.526.100;$75.000;139;I70S1C177J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7441;Tecnología Médica;Tecnología Médica;;Diurno;Programa Regular;Salud;1009007;Profesional con Licenciatura;Ingreso Directo;1960;Eloisa Díaz;10;1001001005;1001001;Tecnólogo Médico Con Menciones;Licenciado en Tecnología Médica;$149.000;$4.797.200;$75.000;86;I70S1C180J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7442;Terapia Ocupacional;Terapia Ocupacional;;Diurno;Programa Regular;Salud;1009012;Profesional con Licenciatura;Ingreso Directo;1963;Eloisa Díaz;10;1001001005;1001001;Terapeuta Ocupacional;Licenciado en Ciencias de la Ocupación Humana;$149.000;$4.404.600;$75.000;55;I70S1C181J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;La Pintana;Región Metropolitana;7;7458;Ingeniería Ambiental;Ingeniería en Recursos Naturales Renovables;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;1996;Sur;10;1001001001;1001001;Ingeniero en Recursos Naturales Renovables;Licenciatura en Ciencias de los Recursos Naturales Renovables;$149.000;$4.773.000;$75.000;70;I70S1C63J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7421;Ingeniería Civil Plan Común;Ingeniería y Ciencias Plan Común;Minas, Eléctrica, Industrial, Matemáticas, Química, Civil, Computación, Materiales, Biotecnología, Mecánica, Geología, Astronomía, Geofísica, Física;Diurno;Programa Regular;Tecnología;1008032;Plan Común o Ciclo Básico;Ingreso Directo;1945;Beaucheff;12;1001001003;1001001;Ingeniero;;$149.000;$5.995.000;$75.000;700;I70S1C64J1V4;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;7424;Ingeniería en Alimentos y similares;Ingeniería en Alimentos;;Diurno;Programa Regular;Tecnología;1001003;Profesional con Licenciatura;Ingreso Directo;1971;Eloisa Díaz;12;1001001005;1001001;Ingeniero en Alimentos;Licenciado en Ciencias de los Alimentos;$149.000;$4.422.900;$75.000;34;I70S1C61J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;7416;Ingeniería en Biotecnología y similares;Ingeniería en Biotecnología Molecular;;Diurno;Programa Regular;Tecnología;1008008;Profesional con Licenciatura;Ingreso Directo;1995;Juan Gómez Millas;10;1001001007;1001001;Ingeniero en Biotecnología Molecular;Licenciado en Ingeniería en Biotecnología Molecular;$149.000;$4.376.500;$75.000;35;I70S1C62J1V1;Pregrado
2021;1001;U. DE CHILE;Univ.;Santiago;Ñuñoa;Región Metropolitana;7;33615;Ingeniería en Sonido y similares;Ingeniería en Sonido;Señales y Sistemas Sonoros, Diseño y Producción Sonora;Diurno;Programa Regular;Tecnología;1008058;Profesional con Licenciatura;Ingreso Directo;2016;Juan Gómez Millas;10;1001001007;1001001;Ingeniero(a) en Sonido, Ingeniero(a) en Sonido Con Mención;Licenciado(a) en Artes, Mención Sonido;$149.000;$4.376.500;$75.000;24;I70S1C873J1V1;Pregrado
2021;1002;PONTIFICIA U. CATÓLICA DE CHILE;Univ.;Santiago;Macul;Región Metropolitana;7;1178;Ingeniería Comercial;Ingeniería Comercial;Administración de Empresas, Economía;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1924;San Joaquín;10;1002001001;1002001;Ingeniero Comercial;Licenciado;$137.500;$6.538.000;$0;418;I86S5C57J1V1;Pregrado
2021;1002;PONTIFICIA U. CATÓLICA DE CHILE;Univ.;Santiago;Macul;Región Metropolitana;7;1265;Agronomía;Agronomía e Ingeniería Forestal;Agrónomo - Ingeniero Forestal;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001001;Profesional con Licenciatura;Ingreso Directo;1904;San Joaquín;10;1002001001;1002001;Ingeniero Agrónomo - Forestal;Licenciado en Ciencias de la Agricultura y los Recursos Naturales;$137.500;$5.588.000;$0;230;I86S5C3J1V1;Pregrado
2021;1002;PONTIFICIA U. CATÓLICA DE CHILE;Univ.;Santiago;Santiago;Región Metropolitana;7;15662;Biología Marina y similares;Biología Marina;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001002;Profesional con Licenciatura;Ingreso Directo;2008;Casa Central;10;1002001002;1002001;Biólogo Marino;Licenciado en Biología Marina;$137.500;$5.196.000;$0;30;I86S1C281J1V1;Pregrado
2021;1002;PONTIFICIA U. CATÓLICA DE CHILE;Univ.;Santiago;Macul;Región Metropolitana;7;43218;Medicina Veterinaria;Medicina Veterinaria;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001004;Profesional con Licenciatura;Ingreso Directo;2020;San Joaquín;12;1002001001;1002001;Médico Veterinario;Licenciado en Ciencias Veterinarias;$137.500;$5.588.000;$0;80;;Pregrado
2021;1002;PONTIFICIA U. CATÓLICA DE CHILE;Univ.;Santiago;Providencia;Región Metropolitana;7;1203;Actuación y similares;Actuación;;Diurno;Programa Regular;Arte y Arquitectura;1002001;Profesional con Licenciatura;Ingreso Directo;1943;Oriente;8;1002001004;1002001;Actor;Licenciado en Actuación;$137.500;$4.446.000;$0;45;I86S3C1J1V1;Pregrado
